train_id,price_pred
450414,14.005205
406368,27.432781
136022,9.324162
596088,18.939638
1161685,6.4411025
726217,10.9526415
700762,22.205048
565641,12.287525
606113,9.139606
888245,10.498306
758037,21.763554
666900,10.035942
192660,12.8383045
438741,11.795868
1301625,9.9291725
1289031,15.800053
935268,22.027666
40069,13.894547
1212736,15.958494
1259504,11.770334
204439,9.85364
21307,11.954428
1263238,32.606323
486547,6.6719604
1146136,17.690416
689892,18.895618
239943,14.191405
24198,17.338013
1331827,10.5826435
31431,40.734375
33267,22.67798
612420,12.368803
687556,6.852379
1432926,5.957856
446439,13.645101
318478,8.457067
1345605,15.748638
696645,9.579026
226113,21.494272
618872,22.462734
213471,79.298065
339251,4.3760552
556991,13.256083
256083,20.820002
13850,33.285355
1267837,17.190308
1478203,3.7217498
824661,74.65603
1015391,50.44357
96931,28.5559
130414,15.873545
39892,53.39673
1184433,57.731857
719537,64.51294
1392054,38.32471
1305496,14.715762
33377,11.319616
471528,8.986129
1390546,20.311977
561624,40.079205
1435811,13.471644
967473,11.165592
85931,9.37952
330625,27.707144
597746,47.180893
381209,15.400695
786738,26.462936
1269057,80.54418
568649,9.131112
237657,114.1173
1146932,22.590878
387616,12.728175
132226,6.414238
999302,8.375853
81978,15.816447
1337214,15.698153
1044563,7.1078486
418818,11.037323
60207,15.510685
420585,16.20996
9919,23.905481
1365980,61.97308
1269923,18.782585
1154977,23.57481
1329002,26.04597
1110242,22.272427
57082,19.15356
1150927,122.46286
753809,10.758238
251018,26.317625
306925,16.93949
1318890,12.176635
805570,4.10238
28928,150.76129
480685,11.679649
390981,24.69736
973800,41.980232
467920,25.49788
788338,18.84436
537031,9.737784
1424929,36.113277
1180351,18.51693
358045,17.957682
581048,31.174025
107798,15.559376
702700,4.7941713
424909,32.007423
1380786,122.64443
1164490,10.625634
1290472,37.597416
1172939,10.570507
367746,7.21559
1161933,55.57209
1040174,24.547247
524012,17.731205
1474453,57.234497
409278,11.373733
1338509,19.030476
63872,15.328441
330427,35.815567
1112525,7.21154
56536,7.85014
175066,81.77312
865276,7.12411
453817,23.543577
999370,11.350322
1220443,7.8302393
346691,13.184734
55726,17.730007
1400135,28.816309
718601,15.1497555
1032956,12.767928
1361158,6.6541853
826677,15.531148
455170,3.2163908
1001302,26.629417
1273986,15.546594
597757,3.5582871
1152447,18.181328
365296,41.748257
367540,16.706924
277076,22.426865
234819,15.978099
748173,11.984363
703312,13.856301
725611,16.165813
587988,18.317759
1126691,12.346352
1286885,8.605824
702868,11.483489
223794,8.864122
677299,20.84101
277849,11.281046
171711,6.7351947
557378,31.772787
442525,13.457002
642428,16.289804
519742,9.060594
586419,12.203696
1110868,4.898892
100467,6.3583
1211254,22.682695
387452,114.624084
141221,407.9858
785073,45.240196
1368325,16.10353
182790,37.69526
1431038,19.189285
1284298,18.91896
753431,25.288052
759500,12.825332
1003338,19.327795
1065699,23.063473
482131,10.039294
770063,24.627993
500731,18.57108
343001,143.55396
935798,81.84479
1024313,6.883789
150392,20.523539
1436386,7.113768
1157256,8.815528
1189309,12.451673
239935,21.488455
130262,46.268158
858099,11.823811
75160,14.459464
447217,20.11694
625794,13.952715
314584,8.888944
42496,51.92562
1067853,13.187979
554825,41.675743
810929,27.595846
683496,15.342088
390119,14.530931
1189734,12.007437
115139,7.668631
550335,67.236206
6881,96.45665
1271298,23.864021
362774,35.070312
862476,14.706828
1302488,38.29734
544598,4.1337295
1239694,25.263756
978045,24.061165
339281,12.374398
82894,17.302116
589446,24.562302
